cat,medcodeid,aurumterm,disease_num,score
Hemiplegia or paraplegia,297255011,cauda equina syndrome nos,13,2
Hemiplegia or paraplegia,297244011,spastic paraplegia,13,2
Hemiplegia or paraplegia,110721000006114,tetraplegia - congenital,13,2
Hemiplegia or paraplegia,359037013,correction of erb's palsy,13,2
Hemiplegia or paraplegia,297223011,congenital diplegia nos,13,2
Hemiplegia or paraplegia,1815971000006112,other cerebral palsy,13,2
Hemiplegia or paraplegia,299394017,[x]other infantile cerebral palsy,13,2
Hemiplegia or paraplegia,297232013,infantile hemiplegia nos,13,2
Hemiplegia or paraplegia,716831000006114,massive muscular calcification associated with paraplegia,13,2
Hemiplegia or paraplegia,317131017,[d]transient paralysis of a limb,13,2
Hemiplegia or paraplegia,761411000006111,flaccid infantile cerebral palsy,13,2
Hemiplegia or paraplegia,147537017,hysterical paralysis,13,2
Hemiplegia or paraplegia,359699012,familial hypokalaemic periodic paralysis,13,2
Hemiplegia or paraplegia,362282018,paralysis following electric shock,13,2
Hemiplegia or paraplegia,283317016,exercises for spasticity,13,2
Hemiplegia or paraplegia,345771011,infantile cerebral palsy,13,2
Hemiplegia or paraplegia,66483014,hereditary spastic paraplegia,13,2
Hemiplegia or paraplegia,283316013,exercises for paralysis,13,2
Hemiplegia or paraplegia,297234014,ataxic infantile cerebral palsy,13,2
Hemiplegia or paraplegia,297262019,paralysis nos,13,2
Hemiplegia or paraplegia,1815951000006119,spastic quadriplegic cerebral palsy,13,2
Hemiplegia or paraplegia,89919017,diplegia of upper limbs,13,2
Hemiplegia or paraplegia,494103012,tropical spastic paraplegia,13,2
Hemiplegia or paraplegia,450556015,spastic foot,13,2
Hemiplegia or paraplegia,254949010,o/e - spastic gait,13,2
Hemiplegia or paraplegia,411453017,congenital cerebral palsy,13,2
Hemiplegia or paraplegia,297246013,monoplegia unspecified,13,2
Hemiplegia or paraplegia,1883621000006119,gross motor function classification system cerebral palsy,13,2
Hemiplegia or paraplegia,254824010,o/e - paralysis,13,2
Hemiplegia or paraplegia,2122001000000116,spastic hemiplegic cerebral palsy,13,2
Hemiplegia or paraplegia,253000011,paralysis present,13,2
Hemiplegia or paraplegia,297238012,other infantile cerebral palsy nos,13,2
Hemiplegia or paraplegia,8879010,acute radial nerve palsy,13,2
Hemiplegia or paraplegia,411455012,congenital quadriplegia,13,2
Hemiplegia or paraplegia,323688016,closed injury cauda equina,13,2
Hemiplegia or paraplegia,199531000006114,psychogenic paralysis,13,2
Hemiplegia or paraplegia,539771000006116,cauda equina injury without bony injury,13,2
Hemiplegia or paraplegia,297248014,cauda equina syndrome not affecting bladder,13,2
Hemiplegia or paraplegia,450557012,specified palsy nec,13,2
Hemiplegia or paraplegia,1776314012,l'episcopo operation for obstetric palsy,13,2
Hemiplegia or paraplegia,496157019,general paralysis of insane,13,2
Hemiplegia or paraplegia,297243017,flaccid paraplegia,13,2
Hemiplegia or paraplegia,317132012,[d]transient monoplegia nos,13,2
Hemiplegia or paraplegia,316207014,other specified brachial plexus palsy due to birth trauma,13,2
Hemiplegia or paraplegia,543071000006115,cerebral palsy with spastic diplegia,13,2
Hemiplegia or paraplegia,299393011,[x]cerebral palsy and other paralytic syndromes,13,2
Hemiplegia or paraplegia,497600015,congenital monoplegia,13,2
Hemiplegia or paraplegia,1815981000006110,cerebral palsy nos,13,2
Hemiplegia or paraplegia,415147018,left hemiplegia,13,2
Hemiplegia or paraplegia,72531016,congenital hemiplegia,13,2
Hemiplegia or paraplegia,19943011,quadriplegia,13,2
Hemiplegia or paraplegia,1815931000006114,spastic diplegic cerebral palsy,13,2
Hemiplegia or paraplegia,497021000006113,athetoid cerebral palsy,13,2
Hemiplegia or paraplegia,97213016,tardy ulnar nerve palsy,13,2
Hemiplegia or paraplegia,2475877015,ataxic diplegic cerebral palsy,13,2
Hemiplegia or paraplegia,297221013,congenital paraplegia,13,2
Hemiplegia or paraplegia,124598014,athetoid cerebral palsy,13,2
Hemiplegia or paraplegia,134251013,flaccid hemiplegia,13,2
Hemiplegia or paraplegia,399422014,familial periodic paralysis,13,2
Hemiplegia or paraplegia,318562011,closed spinal fracture with cauda equina lesion,13,2
Hemiplegia or paraplegia,254836016,o/e - paralysis nos,13,2
Hemiplegia or paraplegia,297210016,hemiplegia nos,13,2
Hemiplegia or paraplegia,84272011,hemiplegia,13,2
Hemiplegia or paraplegia,19944017,tetraplegia,13,2
Hemiplegia or paraplegia,297239016,congenital cerebral palsy nos,13,2
Hemiplegia or paraplegia,415146010,right hemiplegia,13,2
Hemiplegia or paraplegia,297241015,flaccid tetraplegia,13,2
Hemiplegia or paraplegia,316205018,"brachial palsy unspecified, due to birth trauma",13,2
Hemiplegia or paraplegia,316209012,other cranial or peripheral nerve palsy due to birth trauma,13,2
Hemiplegia or paraplegia,317122017,[d]spastic gait,13,2
Hemiplegia or paraplegia,345773014,spastic cerebral palsy,13,2
Hemiplegia or paraplegia,345780011,dyskinetic cerebral palsy,13,2
Hemiplegia or paraplegia,316208016,brachial plexus palsy due to birth trauma nos,13,2
Hemiplegia or paraplegia,129680019,erb's palsy,13,2
Hemiplegia or paraplegia,316219018,cranial or peripheral nerve palsy due to birth trauma nos,13,2
Hemiplegia or paraplegia,451123015,"cerebral palsy, not congenital or infantile, acute",13,2
Hemiplegia or paraplegia,411456013,congenital diplegia,13,2
Hemiplegia or paraplegia,145931000006114,sever operation for erb's palsy,13,2
Hemiplegia or paraplegia,100323011,paraplegia,13,2
Hemiplegia or paraplegia,90263012,progressive bulbar palsy,13,2
Hemiplegia or paraplegia,109618012,supranuclear paralysis,13,2
Hemiplegia or paraplegia,1488402013,upper limb spasticity,13,2
Hemiplegia or paraplegia,132112014,spastic hemiplegia,13,2
Hemiplegia or paraplegia,206411014,cerebral palsy,13,2
Hemiplegia or paraplegia,399404011,cauda equina syndrome with cord bladder,13,2
Hemiplegia or paraplegia,223801000000115,paraplegia - congenital,13,2
Hemiplegia or paraplegia,133450019,monoplegia of lower limb,13,2
Hemiplegia or paraplegia,311170016,lumbar disc prolapse with cauda equina compression,13,2
Hemiplegia or paraplegia,345779013,congenital spastic foot,13,2
Hemiplegia or paraplegia,411454011,congenital spastic cerebral palsy,13,2
Hemiplegia or paraplegia,316204019,brachial plexus palsy due to birth trauma,13,2
Hemiplegia or paraplegia,69671016,monoplegia of upper limb,13,2
Hemiplegia or paraplegia,1751911000000117,upper limb flaccidity,13,2
Hemiplegia or paraplegia,250541000006119,paralysis following electric shock,13,2
Metastatic solid tumour,157701000006112,secondary and unspec malig neop intra-abdominal ln nos,15,6
Metastatic solid tumour,157871000006110,secondary and unspec malig neop pulmonary lymph nodes,15,6
Metastatic solid tumour,157551000006119,secondary and unspec malig neop coeliac lymph nodes,15,6
Metastatic solid tumour,406266011,secondary malignant neoplasm of other specified sites,15,6
Metastatic solid tumour,156919012,secondary malignant neoplasm of tongue,15,6
Metastatic solid tumour,511250010,secondary malignant neoplasm of breast,15,6
Metastatic solid tumour,156989015,secondary malignant neoplasm of uterus,15,6
Metastatic solid tumour,291327015,"[m]carcinoma, metastatic, nos",15,6
Metastatic solid tumour,157481000006111,secondary and unspec malig neop ant mediastinal lymph nodes,15,6
Metastatic solid tumour,157911000006113,secondary and unspec malig neop superfic tracheobronchial ln,15,6
Metastatic solid tumour,157025019,secondary malignant neoplasm of vulva,15,6
Metastatic solid tumour,157541000006116,secondary and unspec malig neop circumflex iliac ln,15,6
Metastatic solid tumour,157501000006118,secondary and unspec malig neop axilla and upper limb ln,15,6
Metastatic solid tumour,216227011,pathological fracture due to metastatic bone disease,15,6
Metastatic solid tumour,157951000006114,secondary and unspec malig neop supratrochlear lymph nodes,15,6
Metastatic solid tumour,157611000006119,secondary and unspec malig neop external iliac lymph nodes,15,6
Metastatic solid tumour,157841000006119,secondary and unspec malig neop pectoral lymph nodes,15,6
Metastatic solid tumour,157511000006115,secondary and unspec malig neop axilla and upper limb ln nos,15,6
Metastatic solid tumour,289549014,secondary malignant neoplasm of brain or spinal cord nos,15,6
Metastatic solid tumour,157931000006119,secondary and unspec malig neop superficial inguinal ln,15,6
Metastatic solid tumour,157581000006110,secondary and unspec malig neop deep inguinal lymph nodes,15,6
Metastatic solid tumour,289543010,secondary malignant neoplasm of skin of hip and leg,15,6
Metastatic solid tumour,156585018,secondary malignant neoplasm of pleura,15,6
Metastatic solid tumour,1235875018,secondary malignant neoplasm of peritoneum,15,6
Metastatic solid tumour,156747019,secondary malignant neoplasm of skin of neck,15,6
Metastatic solid tumour,156777013,secondary malignant neoplasm of skin,15,6
Metastatic solid tumour,157961000006111,secondary and unspec malignant neoplasm mastoid lymph nodes,15,6
Metastatic solid tumour,1233222010,[m]carcinomatosis,15,6
Metastatic solid tumour,157721000006119,secondary and unspec malig neop intrapelvic ln nos,15,6
Metastatic solid tumour,291348018,"[m]squamous cell carcinoma, metastatic nos",15,6
Metastatic solid tumour,157921000006117,secondary and unspec malig neop superficial cervical ln,15,6
Metastatic solid tumour,289565010,other malignant neoplasm nos,15,6
Metastatic solid tumour,157751000006111,secondary and unspec malig neop intrathoracic lymph nodes,15,6
Metastatic solid tumour,151331000006114,secondary malignant neoplasm of liver,15,6
Metastatic solid tumour,156169017,secondary malignant neoplasm of ileum,15,6
Metastatic solid tumour,156375015,secondary malignant neoplasm of mediastinum,15,6
Metastatic solid tumour,289515018,secondary malignant neoplasm of other respiratory organs,15,6
Metastatic solid tumour,403704016,disseminated malignancy nos,15,6
Metastatic solid tumour,156007019,secondary malignant neoplasm of duodenum,15,6
Metastatic solid tumour,157731000006116,secondary and unspec malig neop intrapelvic lymph nodes,15,6
Metastatic solid tumour,157851000006117,secondary and unspec malig neop popliteal lymph nodes,15,6
Metastatic solid tumour,151401000006110,secondary malignant neoplasm of other specified site nos,15,6
Metastatic solid tumour,314021000006111,"[m]no microscopic confirmation tumour, clinically metastatic",15,6
Metastatic solid tumour,156319016,secondary malignant neoplasm of lung,15,6
Metastatic solid tumour,155773015,secondary malignant neoplasm of bladder,15,6
Metastatic solid tumour,289546019,secondary malignant neoplasm of brain and spinal cord,15,6
Metastatic solid tumour,156237018,secondary malignant neoplasm of kidney,15,6
Metastatic solid tumour,459732012,pain from metastases,15,6
Metastatic solid tumour,151101000006116,secondary malig neop of large intestine or rectum nos,15,6
Metastatic solid tumour,157491000006114,secondary and unspec malig neop anterior cervical ln,15,6
Metastatic solid tumour,151121000006114,secondary malig neop of respiratory or digestive system nos,15,6
Metastatic solid tumour,359271000006110,[x]2ndry malignant neoplasm/bladder+oth+unsp urinary organs,15,6
Metastatic solid tumour,157681000006114,secondary and unspec malig neop internal iliac lymph nodes,15,6
Metastatic solid tumour,156291015,secondary malignant neoplasm of liver,15,6
Metastatic solid tumour,289571016,malignant neoplasm of unspecified site nos,15,6
Metastatic solid tumour,152611000006116,secondary unspec malig neop lymph nodes head/face/neck nos,15,6
Metastatic solid tumour,409845013,secondary malignant neoplasm of unknown site,15,6
Metastatic solid tumour,380193010,secondary carcinoma of respiratory and/or digestive systems,15,6
Metastatic solid tumour,157771000006118,secondary and unspec malig neop lymph nodes multiple sites,15,6
Metastatic solid tumour,289557012,secondary malignant neoplasm of epididymis and vas deferens,15,6
Metastatic solid tumour,406333010,secondary and unspecified malignant neoplasm of lymph nodes,15,6
Metastatic solid tumour,289542017,secondary malignant neoplasm of skin of shoulder and arm,15,6
Metastatic solid tumour,289574012,malignant neoplasm of other and unspecified site nos,15,6
Metastatic solid tumour,157631000006113,secondary and unspec malig neop inferior mesenteric ln,15,6
Metastatic solid tumour,156607018,secondary malignant neoplasm of prostate,15,6
Metastatic solid tumour,157861000006115,secondary and unspec malig neop post mediastinal lymph nodes,15,6
Metastatic solid tumour,157791000006117,secondary and unspec malig neop obturator lymph nodes,15,6
Metastatic solid tumour,359291000006111,[x]2ndry+unspcf malignant neoplasm lymph nodes/multi regions,15,6
Metastatic solid tumour,156699010,secondary malignant neoplasm of skin of breast,15,6
Metastatic solid tumour,704711000006119,metastases of respiratory and/or digestive systems,15,6
Metastatic solid tumour,289530010,secondary malignant neoplasm of other digestive organ,15,6
Metastatic solid tumour,157741000006114,secondary and unspec malig neop intrathoracic ln nos,15,6
Metastatic solid tumour,732441000006113,lymph node metastases,15,6
Metastatic solid tumour,151621000006119,secondary malignant neoplasm of small intestine and duodenum,15,6
Metastatic solid tumour,425771000006113,[x]secondary malignant neoplasm/oth+unspc respiratory organs,15,6
Metastatic solid tumour,156719018,secondary malignant neoplasm of skin of face,15,6
Metastatic solid tumour,157781000006115,secondary and unspec malig neop lymph nodes nos,15,6
Metastatic solid tumour,155879014,secondary malignant neoplasm of brain,15,6
Metastatic solid tumour,157661000006116,secondary and unspec malig neop inguinal and lower limb ln,15,6
Metastatic solid tumour,156977017,secondary malignant neoplasm of urethra,15,6
Metastatic solid tumour,289536016,secondary malignant neoplasm of other urinary organ nos,15,6
Metastatic solid tumour,289550014,secondary malignant neoplasm of other part of nervous system,15,6
Metastatic solid tumour,396571000006111,[x]malignant neoplasm/overlap lesion/other+ill-defined sites,15,6
Metastatic solid tumour,359281000006113,[x]2ndry malignant neoplasm/oth+unspec parts/nervous system,15,6
Metastatic solid tumour,151111000006118,secondary malig neop of respiratory and digestive systems,15,6
Metastatic solid tumour,157521000006111,secondary and unspec malig neop axillary lymph nodes,15,6
Metastatic solid tumour,157711000006110,secondary and unspec malig neop intra-abdominal lymph nodes,15,6
Metastatic solid tumour,157971000006116,secondary and unspec malignant neoplasm occipital lymph node,15,6
Metastatic solid tumour,157811000006118,secondary and unspec malig neop of inguinal and leg ln nos,15,6
Metastatic solid tumour,157941000006112,secondary and unspec malig neop superficial mesenteric ln,15,6
Metastatic solid tumour,157761000006113,secondary and unspec malig neop lymph nodes head/face/neck,15,6
Metastatic solid tumour,157831000006112,secondary and unspec malig neop paratracheal lymph nodes,15,6
Metastatic solid tumour,156997010,secondary malignant neoplasm of vagina,15,6
Metastatic solid tumour,157821000006114,secondary and unspec malig neop of superficial parotid ln,15,6
Metastatic solid tumour,453241012,metastatic calcification,15,6
Metastatic solid tumour,313691000006118,"[m]neoplasm, malig, uncertain whether primary or metastatic",15,6
Metastatic solid tumour,1215809015,secondary malignant neoplasm of retroperitoneum,15,6
Metastatic solid tumour,151131000006112,secondary malig neop of retroperitoneum and peritoneum,15,6
Metastatic solid tumour,289535017,secondary malignant neoplasm of other urinary organs,15,6
Metastatic solid tumour,353772013,malignant ascites,15,6
Metastatic solid tumour,543041000006111,cerebral metastasis,15,6
Metastatic solid tumour,1235814012,secondary malignant neoplasm of bone and bone marrow,15,6
Metastatic solid tumour,289545015,secondary malignant neoplasm of skin nos,15,6
Metastatic solid tumour,157561000006117,secondary and unspec malig neop common iliac lymph nodes,15,6
Metastatic solid tumour,156883018,secondary malignant neoplasm of testis,15,6
Metastatic solid tumour,312621000006112,[m]metastatic signet ring cell carcinoma,15,6
Metastatic solid tumour,157571000006112,secondary and unspec malig neop deep cervical ln,15,6
Metastatic solid tumour,396281000006111,"[x]malignant neoplasm of ill-defined, secondary and unspeci",15,6
Metastatic solid tumour,292165015,[x]secondary malignant neoplasm of other specified sites,15,6
Metastatic solid tumour,380206018,secondary carcinoma of other specified sites,15,6
Metastatic solid tumour,289538015,secondary malignant neoplasm of skin of head,15,6
Metastatic solid tumour,275972019,excision or biopsy of lymph node nos,15,6
Metastatic solid tumour,151151000006117,secondary malig neop of small intestine or duodenum nos,15,6
Metastatic solid tumour,157531000006114,secondary and unspec malig neop bronchopulmonary lymph nodes,15,6
Metastatic solid tumour,156765015,secondary malignant neoplasm of skin of trunk,15,6
Metastatic solid tumour,157651000006118,secondary and unspec malig neop infraclavicular lymph nodes,15,6
Metastatic solid tumour,151321000006111,secondary malignant neoplasm of large intestine and rectum,15,6
Metastatic solid tumour,157601000006117,secondary and unspec malig neop diaphragmatic lymph nodes,15,6
Metastatic solid tumour,156493015,secondary malignant neoplasm of ovary,15,6
Metastatic solid tumour,155711012,secondary malignant neoplasm of adrenal gland,15,6
Metastatic solid tumour,157591000006113,secondary and unspec malig neop deep parotid lymph nodes,15,6
Metastatic solid tumour,157891000006111,secondary and unspec malig neop submandibular lymph nodes,15,6
Metastatic solid tumour,156627017,secondary malignant neoplasm of rectum,15,6
Metastatic solid tumour,289554017,secondary cancer of the cervix,15,6
Metastatic solid tumour,151141000006119,secondary malig neop of retroperitoneum or peritoneum nos,15,6
Metastatic solid tumour,157801000006116,secondary and unspec malig neop of facial lymph nodes,15,6
Metastatic solid tumour,289559010,secondary malignant neoplasm of other specified site nos,15,6
Metastatic solid tumour,157881000006113,secondary and unspec malig neop sacral lymph nodes,15,6
Metastatic solid tumour,511385013,secondary cancer of the vulva,15,6
Metastatic solid tumour,289553011,secondary malignant neoplasm of cervix uteri,15,6
Metastatic solid tumour,156825010,secondary malignant neoplasm of spinal cord,15,6
Metastatic solid tumour,755631000006110,kaposi's sarcoma of multiple organs,15,6
Metastatic solid tumour,157641000006115,secondary and unspec malig neop inferior tracheobronchial ln,15,6
Metastatic solid tumour,156973018,secondary malignant neoplasm of ureter,15,6
Metastatic solid tumour,155967013,secondary malignant neoplasm of colon,15,6
Metastatic solid tumour,316301000006114,[m]secondary neoplasm,15,6
Metastatic solid tumour,156231017,secondary malignant neoplasm of jejunum,15,6
Metastatic solid tumour,425781000006111,[x]secondary malignant neoplasm/oth+unspcfd digestive organs,15,6
Metastatic solid tumour,157691000006112,secondary and unspec malig neop internal mammary lymph nodes,15,6
Metastatic solid tumour,450901012,carcinomatosis,15,6
Metastatic solid tumour,313711000006115,"[m]neoplasm, metastatic",15,6
Metastatic solid tumour,289561018,malignant neoplasm of unspecified site,15,6
Metastatic solid tumour,157671000006111,secondary and unspec malig neop intercostal lymph nodes,15,6
Metastatic solid tumour,157901000006110,secondary and unspec malig neop submental lymph nodes,15,6
Metastatic solid tumour,157621000006110,secondary and unspec malig neop inferior epigastric ln,15,6
Metastatic solid tumour,739801000006115,liver metastases,15,6
Metastatic solid tumour,156557015,secondary malignant neoplasm of penis,15,6
Metastatic solid tumour,151421000006117,secondary malignant neoplasm of other specified sites,15,6
Mild liver disease,303410016,chronic hepatitis nos,7,2
Mild liver disease,303437019,bacterial portal cirrhosis,7,2
Mild liver disease,17930015,chronic viral hepatitis,7,2
Mild liver disease,119489014,chronic cholangitis,7,2
Mild liver disease,476611000006116,alcoholic cirrhosis of liver,7,2
Mild liver disease,353576014,acute hepatitis c,7,2
Mild liver disease,287865012,toxoplasma hepatitis,7,2
Mild liver disease,126721013,florid cirrhosis,7,2
Mild liver disease,303409014,chronic hepatitis unspecified,7,2
Mild liver disease,493707012,hypertrophic portal cirrhosis,7,2
Mild liver disease,396393014,non-alcoholic cirrhosis nos,7,2
Mild liver disease,303458013,portal fibrosis without cirrhosis,7,2
Mild liver disease,61061000006116,viral (serum) hepatitis b,7,2
Mild liver disease,426451000006118,[x]sequelae of viral hepatitis,7,2
Mild liver disease,303435010,toxic portal cirrhosis,7,2
Mild liver disease,84516016,hepatitis c,7,2
Mild liver disease,303393017,cirrhosis and chronic liver disease,7,2
Mild liver disease,286871011,viral hepatitis c without mention of hepatic coma,7,2
Mild liver disease,52980015,primary biliary cirrhosis,7,2
Mild liver disease,303614019,primary sclerosing cholangitis,7,2
Mild liver disease,288169017,[x]other chronic viral hepatitis,7,2
Mild liver disease,2146461000000114,hepatitis c genotype 2,7,2
Mild liver disease,17390014,acute alcoholic hepatitis,7,2
Mild liver disease,553311000006111,chronic aggressive hepatitis,7,2
Mild liver disease,353580016,chronic viral hepatitis b with delta-agent,7,2
Mild liver disease,731231000006114,macronodular cirrhosis of liver,7,2
Mild liver disease,303420014,fatty portal cirrhosis,7,2
Mild liver disease,303518014,toxic liver disease with fibrosis and cirrhosis of liver,7,2
Mild liver disease,457421000006113,acute hepatitis - noninfective,7,2
Mild liver disease,303389011,subacute yellow atrophy,7,2
Mild liver disease,2579818016,laennec's cirrhosis,7,2
Mild liver disease,2146521000000117,hepatitis c genotype 4,7,2
Mild liver disease,303401012,chronic active hepatitis,7,2
Mild liver disease,303419015,diffuse nodular cirrhosis,7,2
Mild liver disease,288170016,"[x]chronic viral hepatitis, unspecified",7,2
Mild liver disease,303404016,autoimmune chronic active hepatitis,7,2
Mild liver disease,353567019,nonspecific reactive hepatitis,7,2
Mild liver disease,2619492010,acute yellow atrophy,7,2
Mild liver disease,303407011,recurrent hepatitis,7,2
Mild liver disease,396390012,multilobular portal cirrhosis,7,2
Mild liver disease,303414013,unilobular portal cirrhosis,7,2
Mild liver disease,287866013,hepatitis in toxoplasmosis,7,2
Mild liver disease,293605014,alpha-1-antitrypsin hepatitis,7,2
Mild liver disease,303456012,other non-alcoholic chronic liver disease,7,2
Mild liver disease,21289010,secondary biliary cirrhosis,7,2
Mild liver disease,303425016,capsular portal cirrhosis,7,2
Mild liver disease,2159899016,autoimmune hepatitis,7,2
Mild liver disease,17750014,recurrent cholangitis,7,2
Mild liver disease,221111000000114,cirrhosis - non alcoholic,7,2
Mild liver disease,226161000006113,pipe-stem portal cirrhosis,7,2
Mild liver disease,1786709019,pigmentary cirrhosis of liver,7,2
Mild liver disease,1680591000006117,chronic hepatitis annual review - enhanced services admin,7,2
Mild liver disease,4044018,biliary cirrhosis,7,2
Mild liver disease,123999018,congestive cirrhosis,7,2
Mild liver disease,303442010,portal cirrhosis unspecified,7,2
Mild liver disease,353621011,"laennec's cirrhosis, non-alcoholic",7,2
Mild liver disease,303465017,chronic liver disease nos,7,2
Mild liver disease,1234780014,hepatitis in malaria,7,2
Mild liver disease,557081000006110,"chronic viral hepatitis, unspecified",7,2
Mild liver disease,286879013,chronic viral hepatitis b without delta-agent,7,2
Mild liver disease,582851000006119,congenital hepatitis b infection,7,2
Mild liver disease,55851000006118,xanthomatous portal cirrhosis,7,2
Mild liver disease,303515012,toxic liver disease with chronic persistent hepatitis,7,2
Mild liver disease,11267010,indian childhood cirrhosis,7,2
Mild liver disease,69895016,chronic persistent hepatitis,7,2
Mild liver disease,353587018,alcoholic hepatitis,7,2
Mild liver disease,303516013,toxic liver disease with chronic lobular hepatitis,7,2
Mild liver disease,127487019,chronic hepatitis,7,2
Mild liver disease,451124014,chronic alcoholic hepatitis,7,2
Mild liver disease,303507014,toxic hepatitis,7,2
Mild liver disease,2536512019,giant cell hepatitis causing neonatal jaundice,7,2
Mild liver disease,2146501000000114,hepatitis c genotype 3,7,2
Mild liver disease,122921000006118,subacute hepatitis - noninfective,7,2
Mild liver disease,303503013,hepatitis in secondary syphilis,7,2
Mild liver disease,303464018,other non-alcoholic chronic liver disease nos,7,2
Mild liver disease,303440019,zooparasitic portal cirrhosis,7,2
Mild liver disease,806841000006117,"granulomatous hepatitis, not elsewhere classified",7,2
Mild liver disease,303616017,secondary sclerosing cholangitis,7,2
Mild liver disease,303781011,[x]other and unspecified cirrhosis of liver,7,2
Mild liver disease,396392016,juvenile portal cirrhosis,7,2
Mild liver disease,411809016,hepatitis notification,7,2
Mild liver disease,303612015,obliterative cholangitis,7,2
Mild liver disease,303441015,infectious cirrhosis nos,7,2
Mild liver disease,603321000006118,cryptogenic cirrhosis of liver,7,2
Mild liver disease,303617014,sclerosing cholangitis unspecified,7,2
Mild liver disease,1232261014,chronic viral hepatitis b,7,2
Mild liver disease,303506017,hepatitis unspecified,7,2
Mild liver disease,303439016,syphilitic portal cirrhosis,7,2
Mild liver disease,303453016,biliary cirrhosis nos,7,2
Mild liver disease,2576980018,portal cirrhosis,7,2
Mild liver disease,303517016,toxic liver disease with chronic active hepatitis,7,2
Mild liver disease,557071000006112,chronic viral hepatitis c,7,2
Mild liver disease,353613017,cirrhosis of liver nos,7,2
Mild liver disease,2819666013,nonalcoholic steatohepatitis,7,2
Mild liver disease,2146441000000113,hepatitis c genotype 1,7,2
Mild liver disease,211821000006111,postnecrotic cirrhosis of liver,7,2
Mild liver disease,821081000006115,hepatitis non a non b,7,2
Mild liver disease,303787010,"[x]granulomatous hepatitis, not elsewhere classified",7,2
Mild liver disease,95368015,chronic lobular hepatitis,7,2
Mild liver disease,803961000006119,glycogenosis with hepatic cirrhosis,7,2
Mild liver disease,303452014,biliary cirrhosis of children,7,2
Moderate or severe liver disease,268885015,fibreoptic endoscopic banding of oesophageal varices,16,4
Moderate or severe liver disease,286858013,viral hepatitis a with coma,16,4
Moderate or severe liver disease,268819017,open injection sclerotherapy to oesophageal varices,16,4
Moderate or severe liver disease,300993011,[x]oesophageal varices in diseases classified elsewhere,16,4
Moderate or severe liver disease,286868015,viral hepatitis c with coma,16,4
Moderate or severe liver disease,286862019,viral hepatitis b with coma,16,4
Moderate or severe liver disease,737961000006116,local ligation of oesophageal varices,16,4
Moderate or severe liver disease,24192017,oesophageal varices without bleeding,16,4
Moderate or severe liver disease,456800015,oesophageal varices nos,16,4
Moderate or severe liver disease,394102015,other specified open operation on oesophageal varices,16,4
Moderate or severe liver disease,286869011,other specified viral hepatitis with hepatic coma nos,16,4
Moderate or severe liver disease,300776018,oesophageal varices with bleeding in diseases ec,16,4
Moderate or severe liver disease,300779013,oesophageal varices without bleeding in diseases ec,16,4
Moderate or severe liver disease,120980011,hepatic coma,16,4
Moderate or severe liver disease,1216060010,oesophageal varices with bleeding,16,4
Moderate or severe liver disease,453265010,oesophageal varices in alcoholic cirrhosis of the liver,16,4
Moderate or severe liver disease,286867013,other specified viral hepatitis with coma,16,4
Moderate or severe liver disease,451442010,oesophageal varices in cirrhosis of the liver,16,4
Moderate or severe liver disease,708811000006119,fibreoptic endoscopic injection sclerotherapy oesoph varices,16,4
Moderate or severe liver disease,396394015,other sequelae of chronic liver disease,16,4
Moderate or severe liver disease,85441018,hepatorenal syndrome,16,4
Moderate or severe liver disease,303489012,liver abscess and chronic liver disease causing sequelae nos,16,4
Moderate or severe liver disease,48003016,oesophageal varices,16,4
Moderate or severe liver disease,325081012,hepatorenal syndrome as a complication of care,16,4
Moderate or severe liver disease,300784019,oesophageal varices in diseases ec nos,16,4
Moderate or severe liver disease,268957016,rigid oesophagoscopic banding of oesophageal varices,16,4
Moderate or severe liver disease,268827014,open operation on oesophageal varices nos,16,4
Moderate or severe liver disease,300775019,oesophageal varices in diseases ec,16,4
Moderate or severe liver disease,163571000006112,rigid oesophagoscopic injection sclerotherapy oesoph varices,16,4
Moderate or severe liver disease,57989014,portal hypertension,16,4
Moderate or severe liver disease,221131000000118,encephalopathy - hepatic,16,4
Myocardial infarction,212071000006114,postoperative transmural myocardial infarction inferior wall,1,0
Myocardial infarction,299720018,other acute myocardial infarction nos,1,0
Myocardial infarction,362461000006119,[x]acute transmural myocardial infarction of unspecif site,1,0
Myocardial infarction,1786197015,coronary thrombosis,1,0
Myocardial infarction,450322013,acute non-q wave infarction,1,0
Myocardial infarction,37443015,heart attack,1,0
Myocardial infarction,238581000006112,percut translum coronary thrombolytic therapy- streptokinase,1,0
Myocardial infarction,299813018,subsequent myocardial infarction of other sites,1,0
Myocardial infarction,299711010,lateral myocardial infarction nos,1,0
Myocardial infarction,810821000006112,h/o: myocardial infarct >60,1,0
Myocardial infarction,4032016,healed myocardial infarction,1,0
Myocardial infarction,1738171000006114,history of myocardial infarction,1,0
Myocardial infarction,451369010,h/o: myocardial infarction in last year,1,0
Myocardial infarction,1786198013,thrombosis - coronary,1,0
Myocardial infarction,350376014,silent myocardial infarction,1,0
Myocardial infarction,116992017,acute subendocardial infarction,1,0
Myocardial infarction,212091000006110,postoperative transmural myocardial infarction unspec site,1,0
Myocardial infarction,299709018,anterior myocardial infarction nos,1,0
Myocardial infarction,1234005010,acute inferoposterior infarction,1,0
Myocardial infarction,299712015,true posterior myocardial infarction,1,0
Myocardial infarction,256460011,ecg: myocardial infarct nos,1,0
